id,name,tel,district,address,longitude,latitude
1234,快客便利店(内环高架路出口),021-32561622,长宁区,中山西路947-3,121.413545,31.200393
1235,快客便利店(宝铭路),,闵行区,宝铭路82号,121.36734299999999,31.139386
1236,快客便利店(宝仪花苑西),021-34151297,闵行区,新镇路876弄62,121.363373,31.149009000000003
1237,快客便利店(罗山四村东北),,浦东新区,德平路82,121.560921,31.250082
1238,快客(碧江路店),021-64620981,闵行区,碧江路500号,121.399625,31.014764000000003
1239,联华快客(侃韵店),021-58622584,浦东新区,高桥镇夏碧路84号,121.58929599999999,31.339147999999998
1240,快客(平原街),021-57762213,松江区,小昆山镇平原街178号,121.136776,31.033757
1241,快客便利店(明欣公寓西),021-62901789,长宁区,哈密路100弄8,121.37778300000001,31.218703
1242,快客便利店(乾心园西北),021-56509773,宝山区,场联路202,121.41002900000001,31.307602000000003
1243,快客便利店(方中路),,嘉定区,嘉松北路4193号,121.216356,31.320173999999998
1244,快客(万顺匪�原墅东�?,,闵行区,都市路747号,121.419133,31.042693
1245,快客便利店(鹤旋路),,嘉定区,封浜镇,121.29483,31.269946
1246,快客便利店(东华园西南),021-56511057,宝山区,沪太支路1336,121.418241,31.299927
1247,快客便利店(顺恒国际商业广场北),,闵行区,沪星路291号万得城附近,121.338498,31.163921999999996
1248,快客便利店(蝶恋园南),021-58711836,浦东新区,栖山路1885,121.572694,31.261453999999997
1249,快客便利店(胶州路),021-32180347,静安区,新闸路1819,121.443068,31.227605
1250,快客便利店(牡丹江路),021-56671327,宝山区,淞滨路87号,121.49873500000001,31.374972999999997
1251,快客便利店(香山新村东南街坊西北),021-58337182,浦东新区,灵山路1832,121.57136899999999,31.241731
1252,快客便利店(徽宁路),021-53070815,黄浦区,制造局路287-2,121.484678,31.207514
1253,快客便利店(局门路),021-63051897,黄浦区,局门路201,121.48061100000001,31.206592999999998
1254,快客(周康店),15800981565,浦东新区,康桥镇康沈路463号,121.57188799999999,31.138383
1255,快客便利店(珠湖路),021-59256392,青浦区,浦泰路182号,121.048905,31.120554
1256,快客便利店(三泉公寓西南),021-56433581,闸北区,长临路8-10,121.438217,31.310692
1257,快客便利店(古桐五村东),021-50790869,浦东新区,紫薇路11,121.612925,31.199541999999997
1258,快客便利店(新工南路),021-57898099,松江区,新工路111号,121.080242,30.935997999999998
1259,快客便利店(张杨路),021-33847382,浦东新区,张杨路2987,121.567007,31.247373
1260,快客便利店(亭汇花苑南),,松江区,沪松公路1399弄107,121.319875,31.136609999999997
1261,快客便利店(上海悦隆酒店西北),021-54883358,闵行区,中春路6785号华贸商务101室,121.348984,31.133824
1262,快客便利店(澄浏公路),021-59558662,嘉定区,澄浏公路481,121.273606,31.414246000000002
1263,快客便利店(淞宝路),021-56569207,宝山区,淞宝路759,121.50126399999999,31.391481
1264,快客便利店(莎海惠晨苑西),,浦东新区,南团公路28号,121.76353999999999,31.040547999999998
1265,快客便利店(闻喜路),021-56816664,闸北区,闻喜路678,121.45438,31.308478000000004
1266,快客便利店(外钱公路),,嘉定区,外冈镇外钱公路1936,121.13253999999999,31.365130999999998
1267,快客便利店(召楼路),021-52961661,闵行区,召楼路2020,121.53944299999999,31.055625
1268,快客便利店(永盛路),021-59966319,嘉定区,永盛路2551弄16,121.24311599999999,31.367051
1269,快客便利店(嫩江路),021-65574948,杨浦区,嫩江路889,121.53725700000001,31.314515999999998
1270,快客便利店(上海江城医院北),,杨浦区,周家嘴路3036,121.52993700000002,31.275160999999997
1271,快客便利店(蕃瓜弄社区卫生服务站南),021-32526239,闸北区,天目中路765-1,121.460677,31.246009
1272,快客便利店(金迎店),,普陀区,金迎路718号1幢1楼,121.33533500000001,31.288606
1273,快客便利店(李子园大厦东北),021-56082114,普陀区,交通路4664号,121.39125,31.268217
1274,快客便利店(国展路),021-31217013,浦东新区,国展路311号J6-A,121.475429,31.179593
1275,快客便利店(平吉一村东南),021-34174671,闵行区,古龙路1168,121.383342,31.145073999999997
1276,快客便利店(共泉路),021-36120556,宝山区,三泉路1850号,121.43741599999998,31.330337
1277,快客便利店(同普大厦西),,普陀区,千阳路209号附近,121.369451,31.233036
1278,快客便利店,021-62689088,长宁区,沪青平公路58号101室,121.35670800000001,31.183219
1279,快客便利店(华坪路),021-54706424,闵行区,华坪路18,121.424146,31.001215000000002
1280,快客便利店(梓康路),,浦东新区,梓康路317弄1-13号,121.56541399999999,31.121763
1281,快客便利店,,浦东新区,枣庄路488号,121.57592199999999,31.253815999999997
1282,快客便利店(颐正大厦西南),021-52666042,宝山区,新村路681,121.420313,31.264986999999998
1283,快客便利店(天翔苑西北),,杨浦区,中原路22号,121.532149,31.306571999999996
1284,快客便利店(隆昌路),,杨浦区,隆昌路10,121.55145900000001,31.268131
1285,快客便利店(西林北路),021-57730248,松江区,西林北路886,121.22123400000001,31.014621
1286,快客便利店(外青松店),,青浦区,外青松公路7988号17号底楼,121.186778,31.098755
1287,快客便利店(同济路),,宝山区,同济路202,121.49166399999999,31.375177
1288,快客便利店,,普陀区,中江路106号一楼17室,121.39346100000002,31.220886
1289,快客便利店(金吉店),021-58540614,浦东新区,金吉路789号欧姆龙公司2层,121.632181,31.265889
1290,快客便利店(梦华店),021-63784532,黄浦区,梦花街219号底层西间(仪凤弄),121.485991,31.218326
1291,快客便利店(东港店),021-55127953,虹口区,东大名路358号国际港务大厦1层,121.49583,31.246601000000002
1292,快客便利店(姚家车路),021-54133087,闵行区,中春路7198号凯斯国际商务中心A栋1层1号,121.346248,31.140672
1293,庭冠便利店,021-50676755,浦东新区,行南路349弄100号102室,121.58751399999998,31.325644
1294,快客便利店(宁强路),021-62243027,普陀区,宁强路198号,121.42608100000001,31.252664000000003
1295,快客(中原店),021-65586744,杨浦区,中原路85-2号,121.53176,31.312829999999998
1296,快客便利店(普惠路),021-69961321,嘉定区,裕民路1010号,121.238418,31.367973
1297,快客便利店(安家路),,宝山区,月浦镇德都路200-22号,121.425054,31.410660999999998
1298,快客便利店(学府街),021-55398990,杨浦区,学府街90号,121.492779,31.301063
1299,快客便利店(丰庄西路),,嘉定区,丰庄西路397-1号,121.353917,31.244456
1300,快客便利店,,普陀区,梅岭南路161号,121.407598,31.233678
1301,快客便利店(真北路),021-61313301,普陀区,真北路988号创邑金沙谷内,121.38354,31.235398999999997
1302,快客便利店(西园路),021-54940771,闵行区,西园路128弄10号,121.373172,31.099363
1303,快客便利店(猛将弄东北),021-63071829,虹口区,吴淞路415,121.48878300000001,31.250895
1304,快客便利店(敏敏店),021-36120556,宝山区,三泉路1850号,121.43741599999998,31.330337
1305,快客便利店(昌鑫世纪园南),021-56814248,宝山区,一二八纪念路690-1号,121.451959,31.326118
1306,快客便利店(汇秀公寓南),,宝山区,共和新路5493,121.442376,31.330540000000003
1307,快客便利店,021-36622768,宝山区,郁江巷路133号,121.47785900000001,31.342615000000002
1308,快客(平溪路店),021-62610358,长宁区,平溪路41-43号(剑河路平溪路),121.37183200000001,31.193062
1309,快客便利店(宛平南路),021-64879531,徐汇区,宛平南路806号,121.45078899999999,31.184878
1310,快客便利店(东太路),,宝山区,罗南二村东太路124号126号,121.36551599999999,31.386143
1311,快客便利店(吴中路),021-54247248,徐汇区,古井路30-1,121.417201,31.188529
1312,快客便利店(淀浦河路),021-67629472,松江区,沪亭南路200弄80号112室,121.327818,31.124765999999997
1313,快客便利店(星富街),021-54866315,闵行区,漕宝路2108-1号,121.362377,31.157578000000004
1314,快客便利店(杨新东路),021-68320814,浦东新区,杨新东路14号,121.498101,31.165027000000002
1315,快客便利店(甘肃店),021-63259212,闸北区,甘肃路130号(甘肃路开封路),121.474558,31.243781
1316,快客便利店(新侨医院东南),021-58625713,浦东新区,季景路9,121.58646599999999,31.34048
1317,快客便利店(大林路),,黄浦区,大林路332,121.483958,31.212325
1318,快客便利店,,虹口区,广纪路153,121.482252,31.283628000000004
1319,快客便利店(茸平路),,松江区,茸平路511,121.24921,31.03472
1320,快客便利店(荣乐西路),021-33526577,松江区,荣乐西路405号1层,121.203946,31.015946999999997
1321,快客便利店(长宁路),021-52726345,长宁区,长宁路1253,121.412977,31.217196
1322,快客便利店(共康东路),,宝山区,共康东路322,121.45951200000002,31.322903999999998
1323,快客便利店(证大家园西),021-68974786,浦东新区,巨峰路667弄134号,121.599898,31.282281
1324,快客便利店(梅陇西路),021-54815699,闵行区,梅陇西路508,121.40351499999998,31.130395
1325,快客便利店(盛源花园东南),021-34317701,闵行区,罗锦路447,121.40754,31.121523999999997
1326,快客便利店,,宝山区,祁北路附近,121.349158,31.42192
1327,快客便利店(南新东园西南),021-50671298,浦东新区,高行镇行南路900弄南新东园886号,121.58665400000001,31.329653999999998
1328,快客便利店(北康路),021-56409114,宝山区,北康路8,121.43843400000002,31.327001
1329,快客(素华店),021-33660913,黄浦区,瞿溪路621号(汝南街70弄小区南),121.48481899999999,31.202218
1330,快客(海星店),021-65879438,浦东新区,上南路4277号-101室,121.51040800000001,31.143833
1331,快客(中谊路),021-64790188,闵行区,中谊路769号-2号,121.357929,31.140558000000002
1332,快客便利店(华丰路),,浦东新区,华丰路19,121.50779399999999,31.192135999999998
1333,快客(肇瑞店),021-64160971,徐汇区,肇嘉浜路97号,121.464874,31.203407000000002
1334,快客便利店(轻舟公寓东南),021-55067375,杨浦区,邯郸路446弄1-1号,121.51101499999999,31.298997999999997
1335,快客便利店(美恒大厦北),18202153155,闵行区,吴中路378-9,121.41286399999998,31.186535
1336,快客便利店(斯米克大厦东南),,浦东新区,乳山路126-1,121.52180700000001,31.235259999999997
1337,快客便利店,021-69106587,嘉定区,曹安公路2098号109室(美特斯邦威旁),121.34729899999999,31.259043
1338,快客便利店(昌化路),021-62674191,静安区,昌化路320,121.452052,31.237381
1339,快客便利店(美艾路),021-56590506,宝山区,美艾路210,121.362058,31.39378
1340,快客便利店(艾山新村东北),021-68565331,浦东新区,德平路768,121.565844,31.244521000000002
1341,快客便利店(大诚花苑东),021-55678598,杨浦区,国定路289,121.510002,31.295840999999996
1342,快客(双城店),021-56168910,宝山区,双城路81-83号,121.502578,31.394408000000002
1343,快客便利店(梅林路),,宝山区,杨行镇宝杨路3184弄3178号,121.43986000000001,31.374593
1344,快客便利店(如意餐馆西),021-62105682,长宁区,利西路6,121.43216100000001,31.215857
1345,快客便利店(湘江大厦北),021-32300189,长宁区,虹桥路996弄161之3-4,121.420854,31.193426000000002
1346,快客便利店(东宝兴路),021-56625145,虹口区,东宝兴路853-855,121.474078,31.264207
1347,快客便利店(江西北路),021-62508263,虹口区,四川北路71号韩国购物中心,121.483791,31.245614
1348,快客便利店(物华路),021-65156264,虹口区,物华路147,121.49511000000001,31.260766999999998
1349,快客便利店(方斜路),021-63450597,黄浦区,方斜路555-557,121.482768,31.213034999999998
1350,快客便利店(淮海东路),021-63111335,黄浦区,淮海东路48-50,121.482003,31.226456
1351,快客便利店(东方苑办公楼西),021-63773586,黄浦区,陆家浜路1070,121.48817700000001,31.21179
1352,快客便利店(金山区朱泾社区卫生服务中心南),021-57320306,金山区,罗星南路578,121.16954199999999,30.890682
1353,快客便利店(巨鹿路),021-62790882,静安区,巨鹿路616-1,121.45402800000001,31.221158000000003
1354,快客便利店(康定商务楼西北),021-52130146,静安区,康定路463,121.447673,31.233759000000003
1355,快客便利店(如家快捷酒店南),,闵行区,莲花路1328号,121.396371,31.157396999999996
1356,快客便利店,021-58071130,浦东新区,新城东路95,121.828303,30.900731
1357,快客便利店,021-58000298,浦东新区,环湖西一路467,121.926572,30.899439
1358,快客便利店(靖海路),021-68036603,浦东新区,靖海南路69,121.76825900000001,31.040176000000002
1359,快客便利店(友林路),,浦东新区,栖山路1735-6,121.56875,31.259419
1360,快客便利店(泰来坊东北),021-62665243,普陀区,江宁路1357,121.441207,31.246426
1361,快客便利店(白兰路),021-32556365,普陀区,中山北路3058-C,121.41431100000001,31.236515999999998
1362,快客便利店(洛川路),021-56097232,普陀区,洛川路147,121.442167,31.262038
1363,快客便利店(丹巴路),021-32500086,普陀区,丹巴路28弄36号旭辉世纪广场6号楼105室,121.381781,31.222375
1364,快客便利店(武宁路200弄小区东北),021-52904124,普陀区,武宁路200弄70号,121.423468,31.240851
1365,快客便利店(南淀浦河路),021-33863430,青浦区,外青松公路6999弄100,121.1279,31.139764000000003
1366,快客便利店(文涵路),,松江区,文涵路682,121.186652,31.036407
1367,快客便利店(南部阳光翠庭西北),,松江区,江学路788弄68号,121.214184,31.038355
1368,快客便利店(绅居商务酒店西北),021-57757489,松江区,新松江路1292弄35号,121.211372,31.042423
1369,快客便利店(东湖路),021-54670054,徐汇区,东湖路9,121.453749,31.216157
1370,快客便利店(汇成宾阳苑北),021-64708134,徐汇区,宾阳路9-3,121.436775,31.163463
1371,快客便利店(鞍山七村小区南),021-65638092,杨浦区,大连路1532,121.50506299999999,31.27202
1372,快客便利店(秣陵路),021-65876308,闸北区,秣陵路55,121.459033,31.247833
1373,快客便利店(浦驰路),021-34503003,闵行区,浦驰路365,121.50148899999999,31.077369
1374,快客便利店(七星商务楼西),021-54736731,闵行区,七莘路182号30幢101,121.377806,31.112026
1375,快客便利店(都林嘉苑北园西南),021-58322526,浦东新区,杨南路1116,121.509403,31.152558000000003
1376,快客便利店(铜川路),021-62971038,普陀区,铜川路1180,121.398926,31.250994
1377,快客便利店,021-69195613,普陀区,梅岭南路161号,121.407598,31.233678
1378,快客便利店(罗秀二村西),021-64778302,徐汇区,罗秀路280,121.444775,31.133415999999997
1379,快客便利店(和平小区西南),021-64541997,徐汇区,罗秀路938,121.43073100000001,31.131046
1380,快客便利店(杨鑫路),021-66760335,宝山区,杨鑫路344,121.44100300000001,31.367860999999998
1381,快客(福良店),021-69167492,嘉定区,福海路383-387号(南苑新村南),121.24748899999999,31.366818
1382,快客便利店(樱花路),021-68453174,浦东新区,樱花路487,121.55364399999999,31.206602
1383,快客便利店(高陵路),,普陀区,桃浦路942,121.384121,31.260534999999997
1384,快客便利店,,浦东新区,梅花路229,121.76031200000001,31.052912
1385,快客便利店(金顺小区西),021-68363332,浦东新区,下南路987,121.53589099999999,31.18279
1386,快客便利店(上浦路),021-58411113,浦东新区,上浦路195,121.49265700000001,31.145553999999997
1387,快客便利店(海阳路),021-58321675,浦东新区,海阳路405,121.491671,31.154473
1388,快客(板泉路),,浦东新区,板泉路2136号1层,121.532417,31.166930999999998
1389,快客便利店(韶梦酒店北),,浦东新区,南六公路190,121.715326,31.043671999999997
1390,快客便利店(繁兴路),021-51753203,闵行区,诸翟镇,121.38170900000001,31.112813
1391,快客(喜泰店),021-54352934,徐汇区,喜泰路9号(龙水南路喜泰路),121.452277,31.153221000000002
1392,快客便利店(青年路),021-64790893,闵行区,青年路143,121.354774,31.154602
1393,快客便利店(闵行区卫生局卫生监督所七宝分所东北),021-64791261,闵行区,七莘路2938弄30号,121.353466,31.151518
1394,快客便利店(川沙路),021-20250115,浦东新区,川沙路1051,121.67611299999999,31.264989
1395,快客便利店(长江南路),021-36046782,宝山区,长江南路939号(长江南路与通南路交口东北),121.479579,31.341023999999997
1396,快客便利店(桂林社区卫生服务站西),021-64950190,徐汇区,钦州北路1008-1,121.409769,31.180181
1397,快客便利店(钦州北路),,徐汇区,虹梅路,121.402521,31.1619
1398,快客(古羊路店),021-54778930,长宁区,古羊路613号,121.405432,31.191508000000002
1399,快客便利店(古城公寓西南),021-62091987,长宁区,宋园路48-1,121.41363,31.193609999999996
1400,快客便利店(星华公路),021-59137197,嘉定区,星华公路1639-1641,121.30478899999999,31.256140000000002
1401,快客便利店(航中路),021-33501972,闵行区,航中路,121.35378999999999,31.166071000000002
1402,快客(新航店),021-54472258,闵行区,航新路60号(航南路航新路),121.350751,31.165853000000002
1403,快客便利店(局三小区东),021-63133175,黄浦区,制造局路679,121.485611,31.201581
1404,快客便利店(唐镇路),,浦东新区,唐镇路324,121.652332,31.208971999999996
1405,快客便利店(祁连山路),021-56435291,普陀区,祁连山路15号,121.37621999999999,31.27226
1406,快客便利店(北方购物广场东),021-66082728,普陀区,真南路1051弄2号楼107室,121.379208,31.270761
1407,快客便利店(红十字护理院西北),,宝山区,龙镇路7弄19-3,121.43121799999999,31.417215999999996
1408,快客便利店(凌兆路),021-65879438,浦东新区,凌兆路135,121.493788,31.1418
1409,快客便利店(凌兆三村南),021-58416327,浦东新区,凌兆路535-2号附近,121.49373200000001,31.141787
1410,快客便利店(民强路),021-57686615,松江区,民强路1535号附近,121.28986100000002,31.038889
1411,快客便利店(黄石路),021-54352764,徐汇区,黄石路1-9,121.450106,31.157155
1412,快客便利店(鑫龙苑西北),021-54355402,徐汇区,石龙路35号,121.447477,31.158053999999996
1413,快客便利店(东泉路),,徐汇区,东泉路186,121.445242,31.154155
1414,快客便利店(石龙路),021-54112528,徐汇区,石龙路123,121.44311299999998,31.156834999999997
1415,快客便利店(中共吴淞社区西南),021-65876308,宝山区,淞滨路381,121.493803,31.372451
1416,快客便利店(浦城路),021-58780271,浦东新区,浦城路594-1,121.514257,31.224542
1417,快客便利店(东昌路),021-65876308,浦东新区,东昌路533,121.512253,31.232753999999996
1418,快客(文婷店),021-52655125,普陀区,中江路839号申汉大厦1层827号,121.39157,31.231903999999997
1419,快客(斜土路店),13661925635,徐汇区,斜土路2584,121.444103,31.187653000000005
1420,快客便利店(虹中路),021-64063093,闵行区,吴中路1050号虹桥亚繁广场6幢105室,121.38691299999999,31.178528999999997
1421,快客(真南店),,普陀区,真南路85弄13号,121.397136,31.266053000000003
1422,快客(车站店),021-52850278,普陀区,桃浦路91号(车站新村小区北),121.401789,31.261492999999998
1423,快客便利店(柏宏大厦西南),021-65600829,虹口区,曲阳路789-2,121.490494,31.290086
1424,快客便利店(丝绸之路大饭店西南),021-65879438,虹口区,东体育会路1097-1,121.489938,31.287762
1425,快客便利店(塘南小区南),021-65876308,浦东新区,东三里桥路11,121.507908,31.199961
1426,快客便利店(金桥馨苑西北),021-68510507,浦东新区,长岛路1510,121.59523100000001,31.26203
1427,快客便利店(永德坊东北),021-65403371,虹口区,西江湾路570,121.47997,31.274078000000003
1428,快客(铜川路),,普陀区,铜川路1026号,121.40219599999999,31.250840999999998
1429,快客便利店(灵石路),021-66311057,闸北区,灵石路522,121.450377,31.283210999999998
1430,快客便利店(东方希望大厦西),021-58308569,浦东新区,世纪大道1777号东方希望大厦,121.53796000000001,31.223314000000002
1431,快客便利店(金桥好人家南),021-68713990,浦东新区,博兴路951,121.59303200000001,31.265960999999997
1432,快客(锦昌店),,普陀区,昌化路826-3号,121.44625400000001,31.24322
1433,快客(密山店),021-56608263,宝山区,密山路101-105号,121.48056100000001,31.401788
1434,快客(富强街店),021-54850034,闵行区,富强街28-17号,121.36034099999999,31.154398999999998
1435,快客便利店(贤居苑北),021-58906417,浦东新区,进贤路406号,121.69193700000001,31.192860999999997
1436,快客便利店(新南街),021-57645079,松江区,新桥镇,121.315506,31.05988
1437,快客便利店(中华路),021-63301610,黄浦区,中华路67,121.497658,31.224003999999997
1438,快客便利店(众众家园北区),,闵行区,莘建东路396,121.38297,31.110398999999997
1439,快客便利店(碧泉路),021-54178128,闵行区,碧泉路43,121.382861,31.111164000000002
1440,快客便利店(京江路),021-56638049,闸北区,京江路212,121.46398400000001,31.248445
1441,快客便利店(泛欧现代大厦东),18217156508,闸北区,共和新路2451,121.45283899999998,31.280944
1442,快客便利店(名都路),021-54156434,闵行区,名都路82,121.390831,31.106764000000002
1443,快客便利店(源深路),,浦东新区,源深路178,121.530254,31.238845
1444,快客便利店(沪东新村街道社区管理委员会西北),,浦东新区,博兴路325-327,121.580574,31.268684999999998
1445,快客便利店(沪南小区东北),,浦东新区,博兴路246,121.579811,31.268846999999997
1446,快客便利店(华容路),021-64561463,徐汇区,华容路89,121.451008,31.180209
1447,快客便利店(宝钢宝林二村南),,宝山区,宝林路261,121.48812099999999,31.401719
1448,快客(美乐店),,闵行区,古美街道古美路1010号1层,121.40223700000001,31.152363
1449,快客便利店(蓝城小区东),021-50341340,浦东新区,柳埠路130,121.58199599999999,31.262704
1450,快客(中兴店),021-56637115,静安区,中兴路1404号(三兴小区西北),121.46030400000001,31.25185
1451,快客便利店(民主路),021-54861482,闵行区,民主路82,121.351371,31.155649
1452,快客便利店(嘉丽苑北),021-64788549,闵行区,七宝镇,121.351368,31.157657
1453,快客便利店(古美西路),021-64142088,闵行区,古美西路194,121.39882800000001,31.134608
1454,快客便利店(胜辛社区卫生服务站东南),021-69961173,嘉定区,裕民路1172,121.235961,31.365671000000003
1455,快客便利店(邯郸路),021-65520734,虹口区,曲阳路982-1,121.490702,31.291690000000003
1456,快客便利店(柳青路),,嘉定区,吴杨路155,121.295511,31.268597999999997
1457,快客便利店(祥和家园东北),021-52763499,普陀区,真光路1459,121.38286000000001,31.246933000000002
1458,快客便利店(延安东路店),021-63275376,黄浦区,延安东路1060,121.474979,31.227185
1459,快客便利店(华安公寓东北),021-54891738,徐汇区,龙华路1831-2,121.45613600000001,31.186526
1460,快客便利店(平顺路),021-56813556,闸北区,平顺路182-3,121.45251599999999,31.31183
1461,快客便利店(江川社区卫生服务中心碧江分中心东南),021-54724219,闵行区,碧江路,121.401054,31.01134
1462,快客便利店(长临路),,宝山区,长临路800-3,121.435901,31.322740000000003
1463,快客便利店(汇秀公寓东北),021-56753059,宝山区,长江西路2002-2004,121.43470500000001,31.32872
1464,快客(高行店),021-58651239,浦东新区,高行复兴路119弄46号,121.608994,31.295796999999997
1465,快客便利店(柳州路),021-64843685,徐汇区,柳州路595之2-3,121.42068300000001,31.178243
1466,快客(国庠路),021-55233189,杨浦区,五角场镇国庠路28号,121.51813999999999,31.302169
1467,快客(洛有店),021-56091928,静安区,洛川中路1150号111室,121.447728,31.263324
1468,快客便利店(御桥店),021-50839412,浦东新区,御桥路306弄1号,121.536368,31.149653000000004
1469,快客便利店(义合坊东南),021-62826436,徐汇区,广元路200-1,121.438073,31.198735
1470,快客便利店(洛川中路1100弄1-63号小区东南),021-65876308,闸北区,洛川中路1100弄55,121.44993999999998,31.262938000000002
1471,快客(罗阳路店),021-54390566,闵行区,罗阳路259-3号,121.40914699999999,31.124537
1472,快客便利店(黄兴路),021-55050029,杨浦区,黄兴路2001号南室,121.518694,31.293020000000002
1473,快客便利店(虹淞大厦东),021-34308169,闵行区,虹井路185号,121.370273,31.174883
1474,快客便利店(西林南路),,松江区,西林南路99弄63,121.22258300000001,31.005996999999997
1475,快客(天北店),021-52181613,长宁区,天山西路86号(北渔路天山西路),121.37406399999999,31.216873
1476,快客便利店(泉口路),,长宁区,泉口路106-1号,121.370552,31.212875
1477,快客便利店(宝平店),021-65214531,虹口区,四平路792,121.500166,31.273290000000003
1478,快客便利店(云雅路),,浦东新区,云雅路389,121.67835,31.24338
1479,快客(泉口店),021-62415944,长宁区,北渔路108之1-2,121.37258999999999,31.215290000000003
1480,快客便利店(虹古路),021-62620465,长宁区,虹古路417弄1号103室,121.38663000000001,31.203588
1481,快客便利店(乍浦路店),021-63090253,虹口区,乍浦路342,121.48695500000001,31.250162
1482,快客便利店(长江公寓西南),021-63722527,黄浦区,凤阳路282,121.47062,31.233967
1483,快客便利店(方浜西路),021-63366863,黄浦区,方浜西路32-36,121.48306799999999,31.221498999999998
1484,快客便利店(南仓街),,黄浦区,陆家浜路305弄102室,121.50048000000001,31.212613
1485,快客便利店(凝和路),,黄浦区,凝和路140号,121.493614,31.217163
1486,快客便利店(园景苑东北),,黄浦区,陆家浜路1390,121.48244299999999,31.211244
1487,快客便利店(三牌楼路),021-53580305,黄浦区,三牌楼路65,121.492446,31.223527
1488,快客便利店(成都店),021-63401781,静安区,成都北路139号,121.46705800000001,31.226440999999998
1489,快客(中兴路店),,静安区,西藏北路532号(虬江路西藏北路),121.46976000000001,31.250099
1490,快客便利店(林邨东),021-62793713,静安区,威海路898,121.45518600000001,31.224517
1491,快客便利店(宝鼎大厦西南),,卢湾区,徐家汇路550-4,121.470366,31.205996999999996
1492,快客便利店(泰康路),021-64679491,卢湾区,泰康路8-8,121.47161799999999,31.208392
1493,快客便利店(自忠路),021-53823995,卢湾区,自忠路41-43,121.480798,31.220198
1494,快客便利店(虹梅路),021-54580934,闵行区,虹梅路3333号,121.38396499999999,31.188404
1495,快客便利店(春申城华丽家园东南),,闵行区,腾冲路300,121.394702,31.101621999999995
1496,快客便利店(春申新村东北),021-54152398,闵行区,莘庄镇,121.37030700000001,31.121160999999997
1497,快客便利店(博佳花园西北),021-68037393,浦东新区,惠南镇城南路39-2号,121.74393700000002,31.040626
1498,快客便利店(东旺名苑东北),021-58328280,浦东新区,海阳路980,121.505284,31.157871999999998
1499,快客便利店(曹杨路),021-65876308,普陀区,曹杨路916,121.41128300000001,31.242141999999998
1500,快客便利店(永嘉路),,徐汇区,永嘉路211,121.461367,31.209972999999998
1501,快客便利店(康泉公寓西南),021-56438985,闸北区,三泉路768-3,121.441056,31.314888
1502,快客便利店(民德路),021-56632975,闸北区,虬江路1134,121.47109499999999,31.250548
1503,快客便利店(蒙古路),021-63805358,闸北区,蒙古路75,121.469567,31.243207
1504,快客便利店(虹桥村王前小区南),,闵行区,虹中路99号07号,121.385144,31.179409999999997
1505,快客便利店(平凉小区西北),021-65879438,杨浦区,平凉路2753,121.556774,31.277984000000004
1506,快客便利店(汶水东路),021-55388581,虹口区,汶水东路533,121.479372,31.289889000000002
1507,快客便利店(中星凉城西苑西北),021-65282747,虹口区,奎照路784,121.46938,31.300089
1508,快客便利店(湘府花园西北),021-54774964,闵行区,吴中路431-3,121.40938100000001,31.185245000000002
1509,快客便利店(怒江北路),021-52820577,普陀区,怒江北路394-已,121.389478,31.236136
1510,快客便利店(万千大厦西北),021-52919023,普陀区,中山北路2139弄50,121.428675,31.247953000000003
1511,快客便利店(辽源一村南),021-65024265,杨浦区,辽源西路280,121.508168,31.268618
1512,快客便利店(四平路),021-55678598,杨浦区,四平路2083,121.51246200000001,31.294189000000003
1513,快客便利店(南天大厦北),021-62268976,长宁区,定西路1316,121.422634,31.216107
1514,快客便利店(天宝华庭北),021-65073598,虹口区,四平路幸福村,121.497317,31.273459999999996
1515,快客便利店(斜土路330弄小区西北),021-65876308,卢湾区,斜土路338-5,121.479201,31.204588
1516,快客便利店(中山北路),021-62047729,普陀区,中山北路2336-1,121.426575,31.245181
1517,快客便利店(海兴广场北),,黄浦区,肇嘉浜路4-1,121.466924,31.205351
1518,快客便利店(瑞宁路),,徐汇区,瑞宁路1号,121.47053000000001,31.190029
1519,快客便利店(上海仲裁委员会闵行国际仲裁中心东南),,闵行区,莘东路315-6,121.376019,31.109861
1520,快客(秀忠店),,徐汇区,罗秀路711-6号,121.435294,31.131474
1521,快客便利店(兴东佳苑西南),,浦东新区,梅花路229号,121.76031200000001,31.052912
1522,快客便利店(人民东路),,浦东新区,人民东路3052,121.75979099999999,31.049215000000004
1523,快客便利店(金峯大厦南),,闸北区,恒丰路13号,121.458368,31.239626
1524,快客便利店(国权路336弄小区西南),,杨浦区,国权路332,121.50808700000002,31.290627
1525,快客便利店(商城路),,浦东新区,商城路301号-5,121.510481,31.229184999999998
1526,快客便利店,021-65520734,虹口区,曲阳路982号,121.490684,31.29171
1527,快客便利店,,虹口区,曲阳路街道曲阳路789号豪门公馆,121.49054699999999,31.290315999999997
1528,快客便利店,,嘉定区,平城路1455号,121.235505,31.389148
1529,快客便利店,19921867871,闵行区,虹井路610号,121.36959399999999,31.183023
1530,快客便利店,,闵行区,颛桥镇颛兴东路1313号,121.417498,31.073622999999998
1531,快客便利店,13395982782,浦东新区,申江南路7333号,121.65329799999999,31.039664000000002
